,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012,2011,2010,2009,2008,2007,2006,2005,2004,2003,2002,2001,2000,1999,1998,1997,1996,1995,1994
period,FY,FY,FY,FY,FY,FY,FY,FY,FY,FY,FY,FY,FY,FY,FY,FY,FY,FY,FY,FY,FY,FY,FY,FY,FY,FY,FY,FY,FY
currentRatio,0.8459704102592572,0.8086689237983054,0.6023228497918587,0.37871328879481414,0.2500366815638199,0.5324877669489059,0.38119624376705896,0.5463910919682063,0.8519628836545324,0.6982889893161476,0.6488964335704892,1.1652320544768429,0.7505426304735785,1.1241068534798981,1.0646324581409625,1.1622491785168287,0.9985560611922681,1.1363058355163536,1.6336894525029677,1.051138932559127,0.7125588686847748,0.8301896761240556,0.5244656153266962,0.4714086471408647,0.47925033467202144,0.45881226053639845,0.4098746081504702,0.551487414187643,0.8302180685358256
quickRatio,0.11857353022816855,0.1309525674753693,0.32132244207254335,0.21094142743749172,0.1394505127847651,0.2453734447817983,0.19739459290793784,0.2842790626788694,0.4295162795805194,0.3794964874305815,0.23529374883420562,0.46648563044174834,0.3474541604814082,0.46650285250894674,0.43399357295704455,0.47936125470001456,0.4343351850180626,0.517081477953368,0.9982483569298474,0.5335276499546722,0.395273662458136,0.27260488152335777,0.3185052915586045,0.27615062761506276,0.17670682730923695,0.24648786717752236,0.22727272727272727,0.32036613272311215,0.5062305295950156
cashRatio,0.014310220396380392,0.0332510529561825,0.026595058032901287,0.020298650615160736,0.007190630823687779,0.026058692990133633,0.026580833772768375,0.024811594504092836,0.04640421676824246,0.06765451932884067,0.050345858863250555,0.15147453083109919,0.11315871394648218,0.15079988229247607,0.03870226421127889,0.06602854477327934,0.0995942496209214,0.10880382474129525,0.4872076975785827,0.03599371148571887,0.10111486114440076,0.02986718953327502,0.019291705011294236,0.0299860529986053,0.020972780008924587,0.019157088122605363,0.028996865203761754,0.02631578947368421,0.04361370716510903
daysOfSalesOutstanding,32.63016753846454,36.73758543678778,29.83448694622062,29.001662044324856,29.674630064842567,29.396298920005,33.282296237942724,26.403825224473557,25.772865800592438,28.658306694590706,25.050152930812807,22.944800551288356,20.819834895369013,17.100588036417204,24.117540389167885,23.522958054438543,22.2255391952653,33.34272577345623,26.475914517521524,28.260060301809055,52.29311383826454,31.392619299370786,49.13653087918396,37.33555491161982,15.018273991983023,28.659020732245256,19.091378953897046,21.524782010096377,21.68967587034814
daysOfInventoryOutstanding,83.25805452807941,68.45961187818153,65.80264368130118,57.82204306521494,54.33144553058275,74.58448401790962,54.38229454105254,36.941492267433055,30.9325515335761,36.91767907858962,45.27013908066414,35.016105520043254,34.0021619102597,35.54176841842569,35.69274018529036,40.89292826317138,34.13369118867345,42.802927551794426,30.981204879368715,27.196846274073483,62.47499762649866,32.684536159729475,49.18994519931509,49.458247950819676,45.30693261037955,38.194733194733196,26.062927942614934,23.763020833333332,20.473462002412543
operatingCycle,115.88822206654396,105.19719731496932,95.6371306275218,86.8237051095398,84.00607559542532,103.98078293791463,87.66459077899526,63.34531749190661,56.70541733416854,65.57598577318032,70.32029201147694,57.96090607133161,54.821996805628714,52.6423564548429,59.81028057445825,64.41588631760992,56.35923038393875,76.14565332525066,57.457119396890235,55.45690657588254,114.7681114647632,64.07715545910025,98.32647607849904,86.79380286243949,60.32520660236257,66.85375392697846,45.15430689651198,45.28780284342971,42.163137872760686
daysOfPayablesOutstanding,56.07485427799859,79.47835176529485,78.1544545529055,75.04574791258412,42.242684835697794,56.560771271998064,26.045585410575224,11.642373906379017,8.461808729518324,10.343653542326894,37.14803541232414,0.0,0.0,0.0,24.474618605385526,27.90026566645659,25.524937917367026,43.80053930091701,28.68409344800297,28.983540402836276,88.66556380956817,28.88086796464819,50.82756851992389,60.02305327868853,31.594694035631292,39.585932085932086,37.6067818715357,33.81138392857143,24.215922798552473
cashConversionCycle,59.81336778854537,25.71884554967447,17.482676074616293,11.777957196955683,41.76339075972752,47.42001166591656,61.619005368420034,51.70294358552759,48.24360860465021,55.23233223085343,33.172256599152796,57.96090607133161,54.821996805628714,52.6423564548429,35.33566196907272,36.51562065115333,30.834292466571725,32.345114024333654,28.773025948887266,26.473366173046266,26.102547655195025,35.196287494452065,47.498907558575155,26.770749583750963,28.730512566731278,27.26782184104637,7.547525024976281,11.476418914858279,17.947215074208213
grossProfitMargin,0.5995260922939541,0.696927357086888,0.7664579919372934,0.704037909635515,0.6251546277923677,0.6646286690569928,0.5208724073112755,0.4055919457980134,0.3202697637442126,0.3633444725863472,0.38497761949092085,0.3052789172225629,0.28497481047833995,0.27101636520241174,0.18344634383951378,0.21206893833292279,0.1978764907077167,0.22702915513682392,0.19252872480725416,0.19106858920053316,0.41289626428591714,0.2598117557331299,0.38311501943181925,0.4343668501883512,0.3911813251591606,0.3634759594177327,0.3659292950175729,0.38320330426801286,0.33653461384553823
operatingProfitMargin,0.21919469010120282,0.2655908014403564,0.29211590929472764,0.25709754611544094,0.2321050628044009,0.2636289353869121,0.19941139402420754,0.1524322233746067,0.12373191529667778,0.1291419996155684,0.12977816089246333,0.10164126051088937,0.10218531888285046,0.09003718998285397,0.05925452532471624,0.06758339633031225,0.06219008858872599,0.07010499613337232,0.0663330635878929,0.06708772691752181,0.16336032324796051,0.09033020748470298,0.1003538190817642,0.07838307736887859,0.13298750294741807,0.07333480370533745,0.10812487078767831,0.09637448370812299,0.06922769107643058
pretaxProfitMargin,0.20275500504324243,0.24044061758068255,0.2647145459437099,0.22410167589756597,0.1961595174649965,0.2188956548364245,0.16432399418618016,0.12330956781718418,0.09650417048174872,0.09605566487239521,0.08446224686874997,0.071894966319612,0.06986381164543008,0.058616283094657363,0.0405333938948708,0.044517601375687874,0.038503904922385104,0.04383746410349935,0.0471791967019596,0.04513385401562047,0.09973823393619807,0.06202561924736961,0.06614934741081595,0.03955375253549696,0.10268804527234143,0.04201588001764446,0.07690717386810006,0.06539697108765488,0.04561824729891957
netProfitMargin,0.18430754306272137,0.19532353726643364,0.2131917024944198,0.17623459257686827,0.19356607156498412,0.14364458906380503,0.10451024776795109,0.07606582690669741,0.0586565325134044,0.06257795096927454,0.06302692204672816,0.04775033961000397,0.04297543264804194,0.038433271350028574,0.02497207914635928,0.028565562604699453,0.024013049945199916,0.027302654199624157,0.02952942034638602,0.025603625251614692,0.06273971997656831,0.038889948172158566,0.0422489154880539,0.025644740654882644,0.06519688752652676,0.026246140273489194,0.0494107918131073,0.04336851766865535,0.029411764705882353
effectiveTaxRate,0.09098400296745658,0.18764333900077992,0.1946354827824466,0.21359538311787166,0.013221106645896876,0.3664711121116912,0.3639988591712279,0.3831311855745793,0.39218655296873656,0.3819987838102101,0.33821817906356955,0.36371983504653316,0.3848684800344265,0.34432431875688796,0.38391344156554064,0.3583310483502422,0.37634767191523494,0.3771844526598721,0.37410082386672955,0.37120858424796827,0.3709561769792062,0.3730018556193968,0.3613101694613866,0.3516483516483517,0.365097588978186,0.3753280839895013,0.3575268817204301,0.3368421052631579,0.35526315789473684
