,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012,2011,2010,2009,2008,2007,2006,2005,2004,2003,2002,2001,2000,1999,1998,1997,1996,1995,1994
period,FY,FY,FY,FY,FY,FY,FY,FY,FY,FY,FY,FY,FY,FY,FY,FY,FY,FY,FY,FY,FY,FY,FY,FY,FY,FY,FY,FY
currentRatio,0.8835912230090043,0.9993470311683789,1.02428182843495,1.0108754656800412,1.1200497594791305,1.2821026877408606,1.2413861043140562,0.9575157815259342,1.2492172412961227,1.6783082396628501,1.0457454959422674,1.072570908069033,1.2700435110801138,0.985784846256795,0.9664679634909182,1.1809636039839697,1.2187470044152908,1.1722153990068,1.4860410511449786,1.3899386799766682,1.3203145740187303,1.3912116014178075,1.3424657534246576,1.3914568345323741,1.3733978668100744,1.3474785918173169,2.0017773469058007,1.9909547738693467
quickRatio,0.44026575749628466,0.5016324220790528,0.4977332537207811,0.5059099570077066,0.5790478483539745,0.7496096924231376,0.6162959373142677,0.43694253592204324,0.7287318419161601,1.0099454497781966,0.47282907492205206,0.4725166429256664,0.5491867503594831,0.4111024940931547,0.419354763389115,0.6532351077083981,0.5438328429956555,0.5067418265590535,0.7337593248828163,0.6072445122086284,0.5625709136437194,0.5353613517412797,0.5249180603412051,0.5607913669064748,0.4927847987810343,0.43225499524262606,0.9432864760058167,0.9420435510887772
cashRatio,0.028971063904187428,0.04932091241511405,0.03578141931488976,0.03618291165115117,0.05121740177268144,0.31450572763335227,0.0960586107675622,0.015194731458525606,0.2945905510534269,0.4596959342071885,0.01511841199337298,0.028385030572594165,0.04974570701199999,0.0135341109991243,0.01276043308419551,0.226126184744182,0.023186871088047834,0.030215697664092118,0.26236429642080455,0.15137296307508288,0.10409925763545547,0.0025967434899837973,0.015631565677788048,0.017176258992805754,0.003137044008245944,0.001807802093244529,0.40313459363386656,0.421105527638191
daysOfSalesOutstanding,43.05055002356527,41.30916527336794,42.59298467107615,42.022904226543645,51.26624689297526,37.89856095034229,35.86731381396953,37.07758672353997,39.33806452132299,39.52665813760651,41.217893176573824,43.02508003678812,35.81211696967502,35.219817043866286,39.698286458507695,40.425675107260034,41.079130972799305,43.24658979889558,36.72230334016056,34.772159440270265,37.701595241220645,41.61258179791942,44.20440465246413,44.715162937743195,40.851344983712686,39.95402743836047,37.271519335328975,36.61656075610464
daysOfInventoryOutstanding,61.6939282049483,68.03282329968695,69.91636846533599,65.49821019933805,80.15796438119386,65.7200138808903,64.31806802607161,63.24128351669869,63.62895284331059,63.044928940835206,67.37224756066206,77.98227779554895,70.35825928980863,70.3945857631691,73.5029039259445,68.52836862892677,71.79983144766216,82.66697886342018,78.90226959199234,80.10581473339374,81.14124592112918,93.60858102983875,98.76553183304482,93.77117368064444,99.58434144866173,101.92279283976364,93.94814361938639,97.89043336058872
operatingCycle,104.74447822851357,109.34198857305489,112.50935313641214,107.52111442588169,131.42421127416912,103.61857483123259,100.18538184004115,100.31887024023865,102.96701736463359,102.57158707844172,108.59014073723588,121.00735783233708,106.17037625948365,105.61440280703539,113.20119038445219,108.9540437361868,112.87896242046146,125.91356866231575,115.62457293215289,114.877974173664,118.84284116234983,135.22116282775818,142.96993648550895,138.48633661838764,140.4356864323744,141.87682027812411,131.21966295471537,134.50699411669336
daysOfPayablesOutstanding,76.92533700523597,79.86248721472037,69.42426024106156,64.92627915314962,79.72085845704345,63.64578988181524,73.09758882146572,63.77088101036555,65.4424286303777,63.228174390173415,70.15928563590279,77.29805352118316,64.2872479822922,60.12236865273637,61.35535566994519,64.72400064708145,63.93495869883823,69.6307985223208,72.68366746611056,66.9853376483249,58.27046391622189,59.698487563516245,64.43489132525487,56.070353082887905,58.53357024043551,61.19807959680223,56.17413294797687,55.191274383833665
cashConversionCycle,27.819141223277597,29.479501358334517,43.085092895350584,42.59483527273207,51.703352817125676,39.97278494941735,27.087793018575425,36.5479892298731,37.524588734255886,39.34341268826831,38.430855101333094,43.709304311153915,41.883128277191446,45.49203415429902,51.845834714507,44.23004308910535,48.94400372162323,56.28277013999495,42.940905466042324,47.8926365253391,60.572377246127935,75.52267526424194,78.53504516025409,82.41598353549973,81.9021161919389,80.67874068132188,75.0455300067385,79.31571973285969
grossProfitMargin,0.4283214504176569,0.4728647129623074,0.44892407043260635,0.4230839180807794,0.45256987084974776,0.4995330477524465,0.49026165979852027,0.46403420520878996,0.4532474101500049,0.4411602878064856,0.4271835024223396,0.4476450872534728,0.459973846421235,0.4384611152737431,0.4494935350265799,0.43722732033088346,0.42838412212729815,0.44185545166835166,0.4540314629114732,0.45104775740107406,0.43814188892431016,0.4734879185451598,0.4804948239338103,0.46161640726329445,0.4580729753539161,0.4431029059498173,0.4504245830533325,0.4476952356375601
