,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012,2011,2010,2009,2008,2007,2006,2005,2004,2003,2002,2001,2000,1999,1998,1997,1996,1995,1994,1993,1992,1991,1990,1989,1988,1987,1986
period,FY,FY,FY,FY,FY,FY,FY,FY,FY,FY,FY,FY,FY,FY,FY,FY,FY,FY,FY,FY,FY,FY,FY,FY,FY,FY,FY,FY,FY,FY,FY,FY,FY,FY,FY,FY,FY
currentRatio,25.17693836978131,1.453845452888646,1.5007149928500716,1.554317751565458,1.7483016304347827,1.585123309466985,1.5975859713049418,1.6163643095149944,1.668247660556339,1.8220717843913654,1.8428825379461233,2.080798910576487,2.115245538317975,2.1843556555993247,1.740988988441283,1.921962379257753,1.918365608951644,1.8093808600329726,1.5316493332011898,1.6361151648809358,1.560238950843738,1.5904657923067116,1.422212144396017,1.5075905528213942,1.4665752024318726,1.9051494130202775,2.6840719882468167,3.1666666666666665,3.4700976042590947,4.084253280566549,3.4301878736122973,2.954370404948069,3.406476415791808,3.4045270816491513,2.983805097873539,3.518399356525236,4.160242290748899
quickRatio,29.767395626242546,0.3059048660470202,0.3107468925310747,0.44109509247123924,0.4965183423913043,0.3632458233890215,0.4038563728839292,0.4448722695298038,0.4007178566850404,0.5525609911866138,0.33543005606454257,0.8450597669844152,0.8820716202029628,1.2713562183455263,0.8718965871007455,0.8981952211489578,0.9058013060347617,1.0308970005574951,0.8077353432183196,0.8994636590543863,0.8111767494183986,0.8363604579386348,0.7088354456380129,0.7358279301096269,0.6286821079815995,0.768054073283529,1.0200171400587659,1.252302968270215,1.2051464063886423,1.2616121641324725,1.773270708795901,1.5014587466448828,1.5397013159840307,1.5270816491511723,1.8056611744824673,1.8415443394329378,2.6351872246696035
cashRatio,2.0616302186878728,0.042965190450154914,0.03662963370366296,0.062035823503713415,0.1695822010869565,0.0639618138424821,0.046990055416381994,0.06738245094409478,0.07043968721958724,0.19932302976114447,0.088267468891016,0.046527462551066726,0.12201096465647965,0.11873944850872256,0.05539976745776622,0.08426537874936452,0.1805182580298655,0.09734176234016736,0.08002785679969458,0.14860867625894808,0.17887982044783365,0.1748356146564982,0.11013894706717949,0.1774340546311486,0.09315901326231404,0.17689434364994663,0.32731390793339865,0.3877516206073013,0.28074534161490683,0.4025203082691106,1.029461998292058,0.755747461780838,0.6038740204051456,0.701050929668553,0.9074778200253485,0.9352503519002614,1.6393171806167401
daysOfSalesOutstanding,17.65366035660985,24.70897019319875,28.267578276746175,29.389229151200194,21.80662408106806,22.573979088577627,25.788743463895035,25.123334613453075,20.847895961872393,20.720346532448442,14.097744783126306,44.41023352669939,36.226613923024544,38.55845506957389,60.03344505557465,53.1023672134127,44.59458451746416,41.65740902258275,40.79723827523774,39.465980774476826,44.34618244112269,43.9867917590479,60.656452600048596,49.12051136642092,45.10668214494121,35.02638360535035,31.022532672374947,29.195621808884226,33.4309502039668,30.687618484619932,27.550452255863075,27.542452941593254,29.802549249803256,23.519132781757644,34.24291009649329,28.487774044955493,24.741473013493255
daysOfInventoryOutstanding,57.186353125861814,66.6847291261891,71.37065540382625,55.31491183129782,53.46983045212767,58.409423955898255,54.94724012137329,47.2456110046795,44.764826710975626,48.60577314787872,52.12697668970364,57.6107023148633,48.03013537578451,43.61973647839307,56.210022129929975,54.23849341605159,50.76643896424703,42.54967561180433,49.28824132644493,44.71332320827221,54.58059940455042,51.59277526725433,94.71392020220893,80.25001810267838,66.02286202320789,63.28838638094923,56.68224866440019,50.644239640012806,52.52486769274359,49.06317177163625,47.389387817143145,45.808483571799854,42.66844522593261,36.825334610806266,47.80129659094756,56.362249217381034,40.50551040381261
operatingCycle,74.84001348247166,91.39369931938785,99.63823368057243,84.70414098249802,75.27645453319573,80.98340304447588,80.73598358526833,72.36894561813259,65.61272267284802,69.32611968032717,66.22472147282994,102.0209358415627,84.25674929880905,82.17819154796696,116.24346718550463,107.34086062946429,95.36102348171119,84.20708463438709,90.08547960168266,84.17930398274903,98.9267818456731,95.57956702630223,155.37037280225752,129.3705294690993,111.1295441681491,98.31476998629958,87.70478133677514,79.83986144889704,85.95581789671039,79.75079025625618,74.93984007300622,73.35093651339311,72.47099447573586,60.344467392563914,82.04420668744085,84.85002326233652,65.24698341730587
daysOfPayablesOutstanding,30.209539871444026,29.416618303853046,27.261360221695437,22.596473251912936,21.508061835106385,24.79519207285161,22.436841566942824,19.911591972613927,20.658485209268246,19.172961648140603,10.577603373550428,36.08136063684927,34.94821833019243,32.431739304032675,36.204565434868286,44.026262229960025,43.569436214018566,37.023932971102006,34.76021282784172,35.880810099205014,39.08167094279059,35.181145182155404,70.93866690742618,58.86234723350846,42.11479008441797,34.03930546815487,31.446523971414695,24.91150942330503,25.514505732471186,24.080749177543677,21.868468719520692,18.103712417585424,17.450243288717772,15.016258746334525,0,0,0
cashConversionCycle,44.63047361102764,61.97708101553481,72.37687345887699,62.10766773058508,53.76839269808934,56.18821097162427,58.299142018325504,52.45735364551866,44.95423746357977,50.15315803218657,55.64711809927951,65.93957520471344,49.30853096861662,49.746452243934286,80.03890175063634,63.31459839950426,51.79158726769262,47.18315166328508,55.325266773840944,48.29849388354402,59.84511090288252,60.398421844146824,84.43170589483134,70.50818223559084,69.01475408373113,64.2754645181447,56.25825736536045,54.928352025592005,60.4413121642392,55.6700410787125,53.07137135348553,55.24722409580768,55.02075118701809,45.328208646229385,82.04420668744085,84.85002326233652,65.24698341730587
grossProfitMargin,0.07432644725473254,0.07022956281012094,0.06919431279620854,0.06413944568176194,0.06498189334949721,0.05763792990070362,0.05908959676643249,0.059377861806150484,0.05871848868856295,0.04330542069395572,0.04119589388800288,0.05329961822599038,0.06230342725592555,0.059083618709090124,0.055030365532256216,0.0735380980507974,0.08104178064166435,0.06764277354014502,0.05942575824323676,0.056243849939851244,0.07177826855376035,0.07140631080460581,0.1450058659682746,0.12981593889367304,0.12049464261326248,0.12820771946034518,0.13396424815983177,0.1617200261997017,0.13118054578703053,0.14182481603033206,0.1448085359909007,0.13669965281878085,0.14890405480371036,0.1311926142669761,0.131001412096964,0.12044124268347592,0.11915292353823088
