,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012,2011,2010,2009,2008,2007,2006,2005,2004,2003,2002,2001,2000,1999,1998,1997,1996,1995,1994,1993,1992,1991,1990,1989,1988,1987,1986,1985,1984,1983
period,FY,FY,FY,FY,FY,FY,FY,FY,FY,FY,FY,FY,FY,FY,FY,FY,FY,FY,FY,FY,FY,FY,FY,FY,FY,FY,FY,FY,FY,FY,FY,FY,FY,FY,FY,FY,FY,FY,FY
currentRatio,1.4663655400306346,1.8381217927811162,1.3339768773113965,1.2147156682015061,1.3178458389805847,2.2672226311412267,1.2228483826199263,1.5297619047619047,1.6556415044011736,1.7773236720987013,1.6036363636363635,1.686939182452642,1.6733333333333333,1.4789939982852243,1.3690846709997895,1.3639181649101053,1.1573163678426837,1.2315318196354332,1.3439466864124399,1.4225100491290754,1.4282449596750075,1.532809871003926,1.6869747899159664,1.646525679758308,1.763016157989228,1.8516377649325626,1.891005291005291,1.8890200708382527,1.903485254691689,1.8931297709923665,1.869281045751634,1.82404181184669,1.8056537102473498,1.8735955056179776,2.0254545454545454,2.0316205533596836,2.1173708920187795,1.9841269841269842,1.9575757575757575
quickRatio,0.9286252548551581,1.3487916451878301,0.7725295145172609,0.7118441050846398,0.8036001657511311,1.6462607814802988,0.9121850203439184,0.882554945054945,0.9637236596425713,1.0677396373794792,1.0033566433566434,1.074775672981057,1.1288888888888888,0.9359817090597313,0.8253831744941347,0.8468691878487291,0.7160208212839791,0.7649504317236968,0.8689374305812662,0.8892362661902635,0.8583144129250513,0.9411104879416713,1.038515406162465,1.001510574018127,1.0619389587073609,1.1059730250481696,1.1291005291005292,1.1133412042502953,1.126005361930295,1.1206106870229007,1.09640522875817,1.0522648083623694,1.0123674911660778,1.047752808988764,1.0981818181818181,1.1778656126482214,1.215962441314554,1.1111111111111112,1.1272727272727272
cashRatio,0.4108179081412118,0.9019886264257345,0.08412987124914983,0.08382854643357021,0.14263750995343416,0.883828816883063,0.5457717151181192,0.09455128205128205,0.10989597225926914,0.20121253226521135,0.17902097902097902,0.19441674975074777,0.3450793650793651,0.1577593598170906,0.06086869185546848,0.06261624302541847,0.055523423944476576,0.06395906619763352,0.12476860422065901,0.10272443054935239,0.06495206696987169,0.0891755468311834,0.10434173669467788,0.08308157099697885,0.1059245960502693,0.10404624277456648,0.14179894179894179,0.10271546635182999,0.09249329758713137,0.11297709923664122,0.11437908496732026,0.0975609756097561,0.09717314487632508,0.10112359550561797,0.13818181818181818,0.2924901185770751,0.3333333333333333,0.24338624338624337,0.28484848484848485
daysOfSalesOutstanding,26.96893483416057,20.71279534217087,25.510256758825353,25.717326657008922,26.559700081300473,24.501288534246058,25.82360601167377,27.007975578820645,26.30800927698093,25.549640606122484,27.354347328535464,25.72631098461456,24.453504463680027,26.488326848249027,27.195108309082727,28.30237832536472,27.529885740704046,27.27390489176751,28.06618209640398,27.52623014003683,27.780584513840278,28.722737398331862,27.946392699305513,28.956158663883087,26.892078865444482,28.33893243747667,28.102409638554217,28.55419484554926,28.079724605867096,27.088721466321825,26.9159509202454,26.349624555394545,27.597431031966135,28.051311288483465,26.356673960612692,25.775535939470366,26.11111111111111,25.89100346020761,26.01794871794872
daysOfInventoryOutstanding,32.158315541316114,26.277338276371182,24.10130328682299,23.944782949927745,24.3986756083506,23.309492587156114,24.48378022945665,24.773841819699502,23.93115148861646,22.91564818278463,23.655084057246423,21.46203875763207,20.210450414193247,22.097141161341376,22.12080738768014,22.28499829137715,21.842191199281576,21.657509931535795,21.398951382268827,21.79628244845636,22.131438980267273,21.876677316293932,21.88766891891892,23.0972,22.635180804325785,24.05863073561544,24.561297471542257,24.490637539010255,23.69726443768997,24.586527929901422,25.082163131162236,25.24495677233429,28.27601489097678,28.9440734557596,30.31480241125251,29.720822024040327,32.08041140719963,31.274614156466203,30.955696202531644
operatingCycle,59.127250375476684,46.99013361854205,49.611560045648346,49.66210960693667,50.95837568965108,47.81078112140217,50.307386241130416,51.78181739852015,50.23916076559739,48.46528878890712,51.00943138578189,47.18834974224663,44.66395487787327,48.5854680095904,49.31591569676287,50.58737661674187,49.37207693998562,48.93141482330331,49.46513347867281,49.32251258849319,49.91202349410755,50.599414714625794,49.83406161822443,52.05335866388309,49.52725966977027,52.39756317309211,52.663707110096475,53.04483238455951,51.776989043557066,51.67524939622325,51.99811405140764,51.59458132772883,55.87344592294291,56.99538474424307,56.671476371865204,55.49635796351069,58.191522518310734,57.16561761667381,56.97364492048037
daysOfPayablesOutstanding,42.510695238421775,29.26565605327137,32.33422444768687,31.69090410332427,32.34408405013903,25.930935461255597,26.213129126106463,26.95416840567613,24.60034478984238,23.237891104294036,24.89828760702456,23.654267321475974,22.732166213904822,24.660698387575426,25.566360256143597,26.207047120021265,26.75891909543636,26.886780491927986,28.497140133460437,26.29980771285119,26.50656923961885,27.684025559105432,26.023719031531535,24.7908,25.53396417708685,25.88628914785142,26.03203384708371,25.711101203744985,24.451671732522797,24.436610076670316,24.318792948909472,24.485270573166826,26.52898422265556,25.795770728992768,25.425318151373077,27.0317952694843,27.131837307152875,27.583821181479507,27.72151898734177
cashConversionCycle,16.61655513705491,17.724477565270682,17.277335597961475,17.971205503612396,18.614291639512047,21.879845660146575,24.094257115023954,24.82764899284402,25.63881597575501,25.22739768461308,26.111143778757327,23.534082420770655,21.93178866396845,23.924769622014974,23.749555440619275,24.380329496720606,22.613157844549256,22.04463433137532,20.967993345212374,23.022704875642,23.4054542544887,22.915389155520362,23.810342586692897,27.262558663883087,23.993295492683416,26.511274025240688,26.631673263012765,27.333731180814528,27.32531731103427,27.238639319552934,27.679321102498168,27.109310754562006,29.344461700287354,31.1996140152503,31.246158220492127,28.46456269402639,31.05968521115786,29.581796435194306,29.252125933138597
grossProfitMargin,0.18240043738291295,0.18720068757277622,0.1897894301423221,0.1887603630637078,0.19066804820467934,0.1794922576066247,0.1756652403397548,0.17587118687791561,0.17714079845083425,0.18113277291944851,0.18617602929583196,0.19082780656767714,0.19092068488318453,0.1917541708864133,0.1928388087748799,0.19280985656491356,0.1910045571626709,0.1933867393898074,0.19739862280030604,0.19823562160078798,0.1960733360058761,0.18924519504740195,0.18452620099867992,0.18449895615866388,0.18118298166724317,0.1799925345278089,0.18080541343456016,0.18004021202705173,0.1792057473558172,0.17867986056448892,0.17865030674846627,0.17705177183506784,0.17661655232812729,0.18038768529076396,0.18326039387308535,0.18726355611601514,0.1860730593607306,0.18728373702422146,0.18974358974358974
